110,0.0599,320.6,350.6,1.197,,0.0495,319.9,349.6,1.180,,0.0420,319.2,348.6,1.166
120,0.0617,329.9,360.7,1.223,,0.0510,329.2,359.8,1.207,,0.0434,328.6,358.9,1.192
130,0.0635,339.3,371.0,1.249,,0.0525,338.7,370.2,1.233,,0.0447,338.0,369.3,1.219
140,0.0653,348.8,381.5,1.275,,0.0540,348.3,380.7,1.258,,0.0460,347.7,379.9,1.244
,,,,,,,,,,,,,,
,P=0.80 MPa (31.3 C),,,,,,P=0.90 MPa (35.5 C),,,,,P=1.00 MPa (39.4 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  Deg C,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K),,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K),,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K)
     Sat.,0.0256,246.8,267.3,0.918,,0.0227,248.9,269.3,0.917,,0.0203,250.7,271.0,0.916
40,0.0270,254.8,276.5,0.948,,0.0234,253.1,274.2,0.933,,0.0204,251.3,271.7,0.918
50,0.0285,263.9,286.7,0.980,,0.0248,262.4,284.8,0.966,,0.0218,260.9,282.7,0.953
60,0.0300,272.8,296.8,1.011,,0.0261,271.6,295.1,0.998,,0.0231,270.3,293.4,0.985
70,0.0313,281.8,306.9,1.041,,0.0274,280.7,305.4,1.028,,0.0243,279.6,303.9,1.016
80,0.0327,290.8,317.0,1.070,,0.0286,289.9,315.6,1.057,,0.0254,288.9,314.3,1.046
90,0.0339,300.0,327.1,1.098,,0.0298,299.1,325.9,1.086,,0.0265,298.2,324.7,1.075
100,0.0352,309.2,337.3,1.126,,0.0310,308.3,336.2,1.114,,0.0276,307.5,335.1,1.103
110,0.0364,318.5,347.6,1.153,,0.0321,317.7,346.6,1.141,,0.0286,316.9,345.5,1.131
120,0.0376,327.9,358.0,1.180,,0.0332,327.2,357.0,1.168,,0.0296,326.5,356.1,1.158
130,0.0388,337.4,368.5,1.206,,0.0342,336.8,367.6,1.195,,0.0306,336.1,366.7,1.185
140,0.0400,347.1,379.1,1.232,,0.0353,346.5,378.2,1.221,,0.0316,345.9,377.4,1.211
150,0.0411,356.9,389.8,1.258,,0.0363,356.3,389.0,1.247,,0.0325,355.7,388.2,1.237
160,0.0423,366.8,400.6,1.283,,0.0374,366.2,399.9,1.272,,0.0335,365.7,399.2,1.262
,,,,,,,,,,,,,,
,P=1.2 MPa (46.3 C),,,,,,P=1.4 MPa (52.4 C),,,,,P=1.6 MPa (57.9 C),,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy
  Deg C,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K),,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K),,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K)
     Sat.,0.0167,253.8,273.9,0.913,,0.0141,256.4,276.2,0.911,,0.0121,258.5,277.9,0.908
50,0.0172,257.6,278.3,0.927,,,,,,,,,,
60,0.0184,267.6,289.6,0.961,,0.0150,264.5,285.5,0.939,,0.0124,260.9,280.7,0.916
70,0.0195,277.2,300.6,0.994,,0.0161,274.6,297.1,0.973,,0.0134,271.8,293.3,0.954
80,0.0205,286.8,311.4,1.025,,0.0170,284.5,308.3,1.006,,0.0144,282.1,305.1,0.987
90,0.0215,296.3,322.1,1.055,,0.0179,294.3,319.4,1.036,,0.0152,292.2,316.5,1.019
100,0.0224,305.8,332.7,1.084,,0.0188,304.0,330.3,1.066,,0.0160,302.1,327.8,1.050
110,0.0233,315.4,343.4,1.112,,0.0196,313.8,341.2,1.095,,0.0168,312.1,338.9,1.080
120,0.0242,325.0,354.1,1.139,,0.0204,323.6,352.1,1.123,,0.0175,322.0,350.0,1.108
130,0.0251,334.8,364.9,1.166,,0.0212,333.4,363.0,1.150,,0.0182,332.0,361.1,1.136
140,0.0259,344.6,375.7,1.193,,0.0219,343.4,374.0,1.177,,0.0189,342.1,372.3,1.163
150,0.0268,354.6,386.7,1.219,,0.0226,353.4,385.1,1.204,,0.0195,352.2,383.5,1.190
160,0.0276,364.6,397.7,1.245,,0.0234,363.5,396.2,1.230,,0.0202,362.4,394.7,1.216
170,0.0284,374.8,408.8,1.270,,0.0241,373.8,407.4,1.255,,0.0208,372.7,406.0,1.242
180,0.0292,385.1,420.1,1.295,,0.0248,384.1,418.8,1.281,,0.0215,383.1,417.4,1.268
,,,,,,,,,,,,,,
, (Source of data:,, NIST Chemistry WebBook,,,,Accessed: May 2007),,,,,,,
,,,,,,,,,,,,,,
,P=1.8 MPa (62.9 C),,,,,,P=2.0 MPa (67.5 C),,,,,,,
  Temp, volume, energy,enthalpy, entropy,, volume, energy,enthalpy, entropy,,,,,
  Deg C,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K),,v (m^3/kg),u (kJ/kg),h (kJ/kg),s (kJ/kg.K),,,,,
     Sat.,0.0106,408.4,427.4,1.701,,0.0093,409.7,428.3,1.698,,,,,
70,0.0113,416.7,437.1,1.729,,0.0096,412.9,432.1,1.709,,,,,
80,0.0123,427.6,449.7,1.766,,0.0105,424.7,445.8,1.748,,,,,
90,0.0131,438.1,461.6,1.799,,0.0114,435.7,458.4,1.783,,,,,
100,0.0139,448.3,473.3,1.831,,0.0121,446.2,470.5,1.816,,,,,
110,0.0146,458.5,484.7,1.861,,0.0128,456.6,482.2,1.847,,,,,
120,0.0152,468.6,496.0,1.890,,0.0134,466.9,493.8,1.877,,,,,
130,0.0159,478.7,507.3,1.918,,0.0141,477.2,505.3,1.906,,,,,
140,0.0165,488.9,518.6,1.946,,0.0146,487.5,516.8,1.934,,,,,
150,0.0171,499.1,529.9,1.973,,0.0152,497.8,528.2,1.961,,,,,
160,0.0177,509.4,541.3,2.000,,0.0158,508.2,539.7,1.988,,,,,
170,0.0183,519.8,552.7,2.026,,0.0163,518.7,551.3,2.015,,,,,
180,0.0189,530.3,564.3,2.051,,0.0168,529.2,562.9,2.041,,,,,
,,,,,,,,,,,,,,
, (Source of data:,, NIST Chemistry WebBook,,,,Accessed: Oct 2010),,,,,,,
